t_sec,x_m,y_m,z_m,rx_rad,ry_rad,rz_rad
3.587960,0.336583,-0.068604,0.177065,0.723463,-0.653389,1.976801
3.598459,0.336706,-0.068532,0.176555,0.720405,-0.646605,1.977830
3.603390,0.337101,-0.069128,0.176734,0.697059,-0.627468,1.983447
3.612309,0.337403,-0.069818,0.177140,0.671475,-0.608938,1.986047
3.623445,0.337564,-0.070263,0.177272,0.657338,-0.602489,1.987092
3.626245,0.337764,-0.070487,0.177086,0.645951,-0.604875,1.987199
3.640136,0.337877,-0.070377,0.176698,0.636629,-0.606930,1.985895
3.653122,0.337986,-0.069776,0.175771,0.636746,-0.620910,1.983789
3.664112,0.338095,-0.069175,0.174845,0.640943,-0.638615,1.981789
3.669632,0.338142,-0.068875,0.174083,0.639550,-0.640902,1.979085
3.671067,0.337985,-0.068985,0.173906,0.639767,-0.642591,1.975136
3.683429,0.337719,-0.068841,0.173263,0.633477,-0.642282,1.973226
3.697257,0.337467,-0.068024,0.172006,0.648374,-0.648793,1.970144
3.707703,0.337111,-0.067082,0.170590,0.667919,-0.661438,1.963823
3.717886,0.336757,-0.065961,0.169199,0.711178,-0.686189,1.952650
3.724595,0.335973,-0.063422,0.165498,0.711531,-0.689183,1.954035
3.728573,0.335898,-0.063644,0.165371,0.722226,-0.695081,1.951114
3.735353,0.336064,-0.064289,0.165471,0.714543,-0.691954,1.949626
3.738303,0.336401,-0.064730,0.165938,0.699807,-0.682886,1.951366
3.741345,0.336721,-0.064970,0.166290,0.666875,-0.671008,1.959876
3.744333,0.336648,-0.064647,0.165961,0.673695,-0.673683,1.956460
3.747878,0.336482,-0.064257,0.165374,0.685252,-0.680988,1.955445
3.751733,0.336334,-0.063940,0.164867,0.690587,-0.681617,1.954022
3.755533,0.336168,-0.063735,0.164424,0.704251,-0.685533,1.952316
3.758174,0.336051,-0.063800,0.164281,0.704626,-0.682019,1.951781
3.761763,0.335960,-0.063949,0.164170,0.698416,-0.675332,1.953452
3.764976,0.335937,-0.064140,0.164318,0.708808,-0.661562,1.957149
3.768075,0.335910,-0.064284,0.164413,0.706418,-0.663952,1.957365
3.771435,0.335930,-0.064238,0.164382,0.695816,-0.658934,1.957513
3.775247,0.335891,-0.063914,0.164125,0.703417,-0.665105,1.955269
3.777813,0.335823,-0.063526,0.163804,0.720622,-0.671006,1.954139
3.781008,0.335789,-0.063151,0.163462,0.715571,-0.681352,1.951002
3.784809,0.335756,-0.062879,0.163192,0.729018,-0.680307,1.951303
3.788314,0.335661,-0.062609,0.162898,0.734143,-0.677789,1.953106
3.791467,0.335606,-0.062398,0.162597,0.739081,-0.674400,1.955455
3.794440,0.335605,-0.062214,0.162306,0.749069,-0.683074,1.953650
3.798084,0.335696,-0.061990,0.162006,0.740612,-0.681392,1.955506
3.801327,0.335743,-0.061810,0.161811,0.730609,-0.681113,1.957046
3.805289,0.335816,-0.061729,0.161754,0.750702,-0.674864,1.960851
3.808391,0.335902,-0.061862,0.161851,0.733896,-0.667178,1.963745
3.811477,0.335973,-0.062020,0.161975,0.707949,-0.651181,1.968346
3.814817,0.335999,-0.062059,0.161918,0.702060,-0.649481,1.969114
3.818216,0.336027,-0.062045,0.161766,0.696282,-0.643992,1.970947
3.821661,0.336066,-0.062026,0.161582,0.672988,-0.649037,1.968595
3.824677,0.336061,-0.061777,0.161237,0.665551,-0.619387,1.977438
3.828593,0.335866,-0.061580,0.160843,0.676239,-0.620903,1.977842
3.831547,0.335600,-0.061547,0.160654,0.678741,-0.616767,1.976875
3.834774,0.335359,-0.061539,0.160491,0.702511,-0.604774,1.978979
3.838008,0.335121,-0.061448,0.160392,0.727756,-0.620957,1.973509
3.841320,0.334984,-0.061437,0.160417,0.736484,-0.650782,1.964430
3.844930,0.335073,-0.061874,0.161170,0.719455,-0.622087,1.971928
3.847721,0.335215,-0.062813,0.162606,0.706819,-0.593490,1.980852
3.855031,0.335332,-0.064144,0.164719,0.707493,-0.594916,1.980385
3.858206,0.335030,-0.064003,0.164688,0.684903,-0.558439,1.990706
3.861223,0.334900,-0.063878,0.164667,0.705182,-0.547648,1.992392
3.865093,0.334494,-0.062709,0.163216,0.709869,-0.548082,1.990606
3.868114,0.334087,-0.061541,0.161765,0.740312,-0.566866,1.984552
3.871593,0.333847,-0.060987,0.161018,0.740363,-0.569304,1.981963
3.874998,0.333970,-0.061004,0.161036,0.751679,-0.574859,1.980350
3.878197,0.333882,-0.060505,0.160367,0.739543,-0.565441,1.984733
3.881711,0.334031,-0.060566,0.160492,0.768207,-0.585661,1.980948
3.885370,0.334100,-0.060228,0.160148,0.764080,-0.582268,1.983339
3.888119,0.334095,-0.060245,0.160211,0.765715,-0.580599,1.985828
3.891057,0.333953,-0.059840,0.159754,0.767450,-0.580884,1.984269
3.895169,0.333779,-0.059373,0.159271,0.786854,-0.592384,1.979730
3.898042,0.333610,-0.058890,0.158746,0.790483,-0.593729,1.978564
3.901676,0.333541,-0.058921,0.158765,0.791902,-0.593531,1.977002
3.904566,0.333539,-0.058648,0.158351,0.783140,-0.586762,1.978138
3.908287,0.333528,-0.058734,0.158363,0.782097,-0.583293,1.978986
3.911271,0.333529,-0.058860,0.158359,0.774253,-0.576914,1.980070
3.915412,0.333726,-0.058612,0.158032,0.773707,-0.597133,1.974506
3.918144,0.333941,-0.058261,0.157641,0.762701,-0.611862,1.972469
3.921689,0.334162,-0.057868,0.157270,0.751901,-0.627120,1.969722
3.924865,0.334338,-0.057499,0.156928,0.741763,-0.640445,1.968286
3.928651,0.334475,-0.057180,0.156626,0.729249,-0.653903,1.965612
3.932817,0.334304,-0.057360,0.156915,0.722862,-0.622070,1.974240
3.950335,0.334092,-0.057532,0.157200,0.736099,-0.604924,1.977903
3.962574,0.333894,-0.057692,0.157496,0.748783,-0.588044,1.981486
3.964691,0.333817,-0.057851,0.157805,0.756588,-0.576026,1.983882
3.967777,0.333797,-0.057980,0.158116,0.765161,-0.560854,1.987857
3.974642,0.333879,-0.057994,0.158181,0.759470,-0.557829,1.988622
3.977623,0.333914,-0.057986,0.158251,0.757825,-0.555502,1.989134
3.987273,0.333946,-0.057959,0.158303,0.755288,-0.554352,1.989299
3.989187,0.333915,-0.057802,0.158367,0.757513,-0.551898,1.988883
4.012103,0.333968,-0.057576,0.158357,0.759507,-0.549116,1.988972
4.022259,0.334163,-0.057179,0.158221,0.748932,-0.564856,1.986461
4.025850,0.334419,-0.056803,0.158077,0.734370,-0.577488,1.983320
4.033942,0.334665,-0.056460,0.157940,0.717930,-0.587016,1.981000
4.044296,0.334865,-0.056349,0.157941,0.715097,-0.606881,1.977441
4.053872,0.335007,-0.056251,0.157983,0.716195,-0.606980,1.978205
4.059859,0.335016,-0.056349,0.158116,0.728025,-0.594995,1.981482
4.066010,0.335055,-0.056444,0.158263,0.741208,-0.582543,1.984440
4.069305,0.335088,-0.056551,0.158437,0.758116,-0.572116,1.987208
4.072184,0.335158,-0.056571,0.158495,0.758246,-0.552326,1.991060
4.075918,0.335375,-0.057280,0.159583,0.738244,-0.545908,1.992129
4.079050,0.335594,-0.057955,0.160683,0.718007,-0.536719,1.994629
4.082606,0.335791,-0.057906,0.160840,0.700359,-0.549414,1.991863
4.085489,0.335921,-0.057827,0.160950,0.684994,-0.564374,1.988311
4.089051,0.336078,-0.057660,0.160807,0.681636,-0.564029,1.987392
4.092046,0.336060,-0.056781,0.159498,0.690228,-0.585191,1.981880
4.095695,0.336068,-0.055851,0.158149,0.703853,-0.609671,1.974868
4.099102,0.336079,-0.055598,0.157682,0.715875,-0.614224,1.973995
4.106025,0.336148,-0.055146,0.156923,0.729424,-0.620949,1.972849
4.109020,0.336192,-0.054938,0.156748,0.743910,-0.626553,1.972142
4.112611,0.336030,-0.055042,0.156859,0.752878,-0.633183,1.971722
4.116100,0.335806,-0.055509,0.157121,0.766995,-0.615695,1.972589
4.119008,0.335314,-0.056032,0.157344,0.775375,-0.601247,1.973942
4.122505,0.334786,-0.056608,0.157683,0.785561,-0.578694,1.974850
4.125371,0.334218,-0.057274,0.158077,0.783907,-0.567721,1.973315
4.128756,0.334200,-0.057910,0.158502,0.785428,-0.547318,1.975995
4.132159,0.334352,-0.059024,0.159913,0.754287,-0.528998,1.981039
4.135432,0.334811,-0.060115,0.161393,0.725881,-0.509622,1.985133
4.139499,0.335342,-0.061150,0.162757,0.718173,-0.512967,1.987212
4.146379,0.335889,-0.061005,0.163103,0.718128,-0.546361,1.982633
4.149019,0.336045,-0.059893,0.161875,0.708874,-0.541620,1.984769
4.152358,0.336176,-0.058768,0.160642,0.713508,-0.570497,1.979220
4.156244,0.336339,-0.057536,0.159294,0.726339,-0.602139,1.973463
4.159261,0.336611,-0.057182,0.158871,0.735939,-0.627138,1.966904
4.165924,0.336715,-0.055079,0.156616,0.737483,-0.631622,1.968550
4.169120,0.336711,-0.054312,0.155762,0.733754,-0.650452,1.962919
4.172297,0.336670,-0.053659,0.155035,0.752873,-0.664123,1.960097
4.175597,0.336593,-0.053118,0.154436,0.777087,-0.680724,1.956036
4.179153,0.336670,-0.052943,0.154321,0.755431,-0.669002,1.961023
4.182550,0.336746,-0.052768,0.154207,0.754535,-0.664572,1.961111
4.185682,0.336778,-0.052373,0.153903,0.776653,-0.680382,1.957147
4.189366,0.336900,-0.052763,0.154333,0.768463,-0.671651,1.959741
4.192277,0.336900,-0.053346,0.154998,0.733706,-0.630791,1.970307
4.195672,0.336963,-0.054557,0.156178,0.750318,-0.624760,1.970423
4.199702,0.337025,-0.055768,0.157357,0.733978,-0.596693,1.976666
4.202296,0.337088,-0.056980,0.158537,0.701363,-0.558910,1.985413
4.205830,0.337130,-0.058074,0.159889,0.715977,-0.555346,1.986181
4.209362,0.337269,-0.058976,0.161015,0.716801,-0.556851,1.985679
4.212316,0.337313,-0.059646,0.161930,0.689003,-0.539644,1.989720
4.215631,0.337405,-0.060260,0.162733,0.703250,-0.553334,1.986299
4.218816,0.337235,-0.059960,0.162448,0.704207,-0.555203,1.986724
4.222255,0.336996,-0.058991,0.161257,0.701976,-0.555438,1.987004
