t_sec,x_m,y_m,z_m,rx_rad,ry_rad,rz_rad
1.379264,0.371273,0.041741,0.345791,2.540260,0.721914,0.716849
1.382076,0.371704,0.042736,0.345186,2.548485,0.710200,0.722295
1.388240,0.371937,0.044636,0.343902,2.555459,0.712728,0.720634
1.391875,0.371770,0.045506,0.343118,2.551727,0.730800,0.715284
1.395369,0.371568,0.046403,0.342309,2.551264,0.748496,0.710730
1.399002,0.371374,0.047209,0.341409,2.551065,0.762028,0.702059
1.402374,0.371271,0.047956,0.340364,2.550524,0.774048,0.691502
1.405736,0.371635,0.048722,0.339510,2.553200,0.776756,0.689680
1.408967,0.371908,0.049553,0.338541,2.562329,0.764562,0.691033
1.412375,0.372149,0.050374,0.337806,2.562325,0.764862,0.687289
1.415722,0.372546,0.051715,0.336779,2.571835,0.757357,0.690382
1.418526,0.372861,0.053040,0.335832,2.582361,0.747518,0.692256
1.421690,0.373193,0.054278,0.334749,2.587949,0.742882,0.714135
1.428420,0.374451,0.057363,0.333700,2.589626,0.759150,0.740098
1.438870,0.377231,0.062798,0.333861,2.599195,0.755637,0.764997
1.441761,0.377925,0.064366,0.333667,2.598227,0.767317,0.781529
1.452155,0.377949,0.066822,0.332147,2.595249,0.776673,0.802921
1.455648,0.377975,0.067923,0.331139,2.600759,0.787866,0.805934
1.458906,0.378087,0.069076,0.330177,2.603275,0.784155,0.797209
1.462043,0.378272,0.070210,0.329237,2.605244,0.791122,0.796521
1.469245,0.378894,0.072812,0.327296,2.605633,0.790372,0.803823
1.473531,0.378955,0.073527,0.326882,2.608434,0.794602,0.808348
1.489648,0.379146,0.074827,0.325697,2.611721,0.787224,0.808459
1.491167,0.379312,0.076503,0.324460,2.614874,0.790888,0.823382
1.504879,0.379660,0.078209,0.323138,2.619048,0.787523,0.829974
1.507605,0.380034,0.079830,0.321806,2.627392,0.787346,0.836132
1.510691,0.380317,0.081506,0.320566,2.632083,0.786491,0.847772
1.518672,0.380488,0.082787,0.319873,2.639004,0.784757,0.856856
1.520503,0.380604,0.083905,0.318983,2.647002,0.779107,0.854702
1.533828,0.381173,0.087745,0.315677,2.659633,0.776849,0.865393
1.552732,0.381549,0.090158,0.313515,2.663117,0.774884,0.871590
1.562355,0.381994,0.092444,0.311115,2.674037,0.772236,0.874686
1.567294,0.382569,0.094694,0.308873,2.675241,0.773599,0.879327
1.570651,0.383064,0.096738,0.306401,2.680766,0.774758,0.883460
1.579099,0.383183,0.097563,0.304691,2.681293,0.772863,0.880148
1.591460,0.383327,0.098253,0.302852,2.690046,0.766838,0.876604
1.592527,0.383500,0.099019,0.301148,2.694605,0.758577,0.867002
1.600931,0.383626,0.099847,0.299343,2.707918,0.750948,0.862434
1.603822,0.383755,0.100574,0.298301,2.713231,0.741784,0.859074
1.610542,0.383895,0.101274,0.297312,2.719245,0.734899,0.858750
