t_sec,x_m,y_m,z_m,rx_rad,ry_rad,rz_rad
1.221889,0.396259,0.113904,0.172713,2.749703,0.113150,1.188371
1.225281,0.396001,0.113830,0.172617,2.747879,0.114824,1.189659
1.228652,0.395770,0.113740,0.172524,2.749724,0.115355,1.189750
1.232220,0.395518,0.113653,0.172419,2.748814,0.118798,1.188994
1.235456,0.395319,0.113552,0.172329,2.746931,0.123341,1.187757
1.238604,0.395141,0.113558,0.172292,2.746412,0.128313,1.188122
1.242445,0.395073,0.113641,0.172227,2.742151,0.134488,1.191751
1.245708,0.395023,0.113714,0.172135,2.737802,0.138600,1.192602
1.248884,0.394800,0.113837,0.171993,2.733892,0.148042,1.192452
1.252091,0.394591,0.113973,0.171820,2.730446,0.154349,1.193553
1.255252,0.394327,0.114056,0.171601,2.726540,0.159712,1.193607
1.258598,0.393981,0.114065,0.171393,2.724658,0.166046,1.189170
1.261955,0.393627,0.114077,0.171212,2.724631,0.173261,1.188319
1.265197,0.393444,0.113874,0.171077,2.722609,0.172064,1.187872
1.268669,0.393258,0.113655,0.170976,2.718619,0.177145,1.185978
1.271855,0.393111,0.113553,0.170873,2.716658,0.183598,1.185969
1.275454,0.392995,0.113557,0.170740,2.717461,0.183784,1.188061
1.278614,0.392828,0.113593,0.170597,2.716808,0.187191,1.187134
1.282409,0.392650,0.113659,0.170324,2.716794,0.190316,1.185444
1.285275,0.392501,0.113699,0.170079,2.719229,0.189139,1.183979
1.289038,0.392429,0.113597,0.169874,2.716537,0.192234,1.184354
1.292163,0.392381,0.113433,0.169754,2.712757,0.195765,1.184748
1.295006,0.392312,0.113274,0.169609,2.713940,0.193281,1.188512
1.298368,0.392292,0.113271,0.169546,2.713181,0.193107,1.192370
1.301967,0.392229,0.113290,0.169408,2.711613,0.192763,1.195902
1.305766,0.391999,0.113452,0.169046,2.714844,0.189561,1.195077
1.309122,0.391756,0.113621,0.168670,2.717800,0.190297,1.195240
1.312469,0.391505,0.113788,0.168308,2.717564,0.192548,1.192510
1.315566,0.391207,0.113972,0.167926,2.720490,0.196202,1.189780
1.318865,0.390922,0.114183,0.167589,2.725463,0.199418,1.188099
1.321963,0.390778,0.114306,0.167402,2.728016,0.199742,1.187708
1.325266,0.390565,0.114373,0.167160,2.728339,0.202820,1.185536
1.328656,0.390421,0.114434,0.166926,2.730356,0.207976,1.181942
1.332172,0.390318,0.114457,0.166761,2.734778,0.206107,1.184798
1.334854,0.390179,0.114239,0.166516,2.728317,0.211683,1.185566
1.338515,0.390061,0.113790,0.166333,2.722136,0.223288,1.181177
1.341750,0.389879,0.113409,0.166101,2.716693,0.228267,1.180266
1.345545,0.389721,0.112998,0.165856,2.709276,0.235620,1.178942
1.348851,0.389544,0.112595,0.165598,2.698175,0.249787,1.173638
1.352374,0.389386,0.112437,0.165396,2.696370,0.258427,1.169228
1.355727,0.389166,0.112490,0.165188,2.694788,0.259475,1.170394
1.358747,0.389097,0.112521,0.165030,2.694036,0.267129,1.168884
1.361868,0.389003,0.112611,0.164824,2.692322,0.272967,1.170351
