t_sec,x_m,y_m,z_m,qw,qx,qy,qz,rx,ry,rz,hand_gesture_id,hand_rog,hand_pose_name
181.795164,0.347885,0.087334,0.096133,-0.420528526,0.275422999,0.176053818,0.846346846,-0.690178198,-0.441170517,-2.120847363,5,4,two_grasp_b
181.819407,0.347905,0.087430,0.096085,-0.420546311,0.274308337,0.175461186,0.846822950,-0.687379376,-0.439681863,-2.122023114,5,4,two_grasp_b
181.843649,0.347926,0.087535,0.096062,-0.420429590,0.273345652,0.174425200,0.847406021,-0.685003694,-0.437109226,-2.123597910,5,4,two_grasp_b
181.867892,0.347946,0.087638,0.096050,-0.420233440,0.272489904,0.173328722,0.848003692,-0.682920644,-0.434400544,-2.125286915,5,4,two_grasp_b
181.892134,0.347964,0.087738,0.096045,-0.420050308,0.271713391,0.172316743,0.848549652,-0.681031752,-0.431900589,-2.126833915,5,4,two_grasp_b
181.916377,0.347980,0.087841,0.096047,-0.419886989,0.270976094,0.171384460,0.849054910,-0.679234667,-0.429596077,-2.128259807,5,4,two_grasp_b
181.940619,0.347994,0.087942,0.096055,-0.419709719,0.270331975,0.170485739,0.849528685,-0.677675235,-0.427378090,-2.129620631,5,4,two_grasp_b
181.964861,0.348006,0.088036,0.096073,-0.419542076,0.269781292,0.169787052,0.849926384,-0.676346808,-0.425659355,-2.130781540,5,4,two_grasp_b
181.989104,0.348018,0.088132,0.096091,-0.419380200,0.269204132,0.169057118,0.850334684,-0.674950009,-0.423860892,-2.131963570,5,4,two_grasp_b
182.013346,0.348027,0.088234,0.096110,-0.419234684,0.268551827,0.168274955,0.850767733,-0.673359528,-0.421928034,-2.133191813,5,4,two_grasp_b
182.037589,0.348036,0.088336,0.096130,-0.419101814,0.267882287,0.167529634,0.851191266,-0.671721717,-0.420084863,-2.134383970,5,4,two_grasp_b
182.061831,0.348043,0.088440,0.096150,-0.418981053,0.267201792,0.166822394,0.851603410,-0.670052513,-0.418334635,-2.135535841,5,4,two_grasp_b
182.086073,0.348047,0.088542,0.096172,-0.418880599,0.266512298,0.166210910,0.851988364,-0.668354320,-0.416820464,-2.136599733,5,4,two_grasp_b
182.110316,0.348046,0.088641,0.096196,-0.418799489,0.265831530,0.165696501,0.852341044,-0.666671936,-0.415545918,-2.137563794,5,4,two_grasp_b
182.134558,0.348043,0.088736,0.096221,-0.418737779,0.265177901,0.165275821,0.852656587,-0.665051565,-0.414502652,-2.138415739,5,4,two_grasp_b
182.158801,0.348032,0.088821,0.096241,-0.418690637,0.264468032,0.165042872,0.852945286,-0.663285613,-0.413927389,-2.139186093,5,4,two_grasp_b
182.183043,0.348018,0.088904,0.096254,-0.418636182,0.263851721,0.164846369,0.853200851,-0.661756455,-0.413444901,-2.139880567,5,4,two_grasp_b
182.207286,0.347996,0.088983,0.096251,-0.418581014,0.263554509,0.164612174,0.853364980,-0.661027777,-0.412867986,-2.140346444,5,4,two_grasp_b
182.231528,0.347969,0.089056,0.096234,-0.418486052,0.263444501,0.164325908,0.853500682,-0.660780685,-0.412167972,-2.140780176,5,4,two_grasp_b
182.255770,0.347942,0.089128,0.096213,-0.418376942,0.263377484,0.164021670,0.853633368,-0.660645702,-0.411425492,-2.141220297,5,4,two_grasp_b
182.280013,0.347913,0.089202,0.096190,-0.418255813,0.263323519,0.163691395,0.853772761,-0.660547091,-0.410619892,-2.141689114,5,4,two_grasp_b
182.304255,0.347883,0.089278,0.096167,-0.418144017,0.263267127,0.163333029,0.853913533,-0.660439552,-0.409741974,-2.142152262,5,4,two_grasp_b
182.328498,0.347849,0.089359,0.096143,-0.418053531,0.263222020,0.162929844,0.854048757,-0.660353850,-0.408747525,-2.142580562,5,4,two_grasp_b
182.352740,0.347810,0.089443,0.096116,-0.417973092,0.263209184,0.162491327,0.854175619,-0.660346052,-0.407662470,-2.142978027,5,4,two_grasp_b
182.376983,0.347764,0.089533,0.096083,-0.417897260,0.263235971,0.162051253,0.854288064,-0.660436268,-0.406572568,-2.143334813,5,4,two_grasp_b
182.401225,0.347714,0.089622,0.096049,-0.417829999,0.263309854,0.161573636,0.854388654,-0.660642051,-0.405386799,-2.143653440,5,4,two_grasp_b
182.425467,0.347659,0.089710,0.096015,-0.417772985,0.263455850,0.161046591,0.854471031,-0.661025675,-0.404075033,-2.143916294,5,4,two_grasp_b
182.449710,0.347594,0.089792,0.095983,-0.417731567,0.263718966,0.160533321,0.854506698,-0.661698442,-0.402794876,-2.144046593,5,4,two_grasp_b
182.473952,0.347529,0.089873,0.095949,-0.417683127,0.263971165,0.160116675,0.854530678,-0.662345980,-0.401758411,-2.144154491,5,4,two_grasp_b
182.498195,0.347463,0.089957,0.095910,-0.417624910,0.264210903,0.159804761,0.854543429,-0.662965258,-0.400986499,-2.144243855,5,4,two_grasp_b
182.522437,0.347394,0.090044,0.095867,-0.417565031,0.264447039,0.159603909,0.854537185,-0.663576038,-0.400493535,-2.144287199,5,4,two_grasp_b
182.546680,0.347324,0.090135,0.095823,-0.417523223,0.264657496,0.159566076,0.854499523,-0.664116899,-0.400406295,-2.144233897,5,4,two_grasp_b
182.570922,0.347252,0.090230,0.095775,-0.417479532,0.264836972,0.159674470,0.854445014,-0.664580613,-0.400686340,-2.144140171,5,4,two_grasp_b
182.595164,0.347177,0.090327,0.095728,-0.417450246,0.265020605,0.159812343,0.854376607,-0.665050372,-0.401037716,-2.143997370,5,4,two_grasp_b
182.619407,0.347099,0.090431,0.095682,-0.417451070,0.265221420,0.159949697,0.854288182,-0.665554050,-0.401382245,-2.143774662,5,4,two_grasp_b
182.643649,0.347015,0.090543,0.095635,-0.417472684,0.265422248,0.160091535,0.854188673,-0.666051397,-0.401734187,-2.143503656,5,4,two_grasp_b
182.667892,0.346930,0.090658,0.095584,-0.417484485,0.265687943,0.160199999,0.854079962,-0.666714516,-0.402004184,-2.143219234,5,4,two_grasp_b
182.692134,0.346849,0.090774,0.095525,-0.417466434,0.265971900,0.160431911,0.853956865,-0.667432614,-0.402589482,-2.142928113,5,4,two_grasp_b
182.716377,0.346770,0.090890,0.095461,-0.417425961,0.266300702,0.160751958,0.853813980,-0.668270144,-0.403400115,-2.142609415,5,4,two_grasp_b
182.740619,0.346691,0.091011,0.095395,-0.417366702,0.266710415,0.161033050,0.853662080,-0.669316533,-0.404116513,-2.142286582,5,4,two_grasp_b
182.764861,0.346612,0.091138,0.095327,-0.417330909,0.267125306,0.161297336,0.853499943,-0.670368742,-0.404786404,-2.141914935,5,4,two_grasp_b
182.789104,0.346538,0.091274,0.095257,-0.417324384,0.267460930,0.161620537,0.853336869,-0.671213025,-0.405598716,-2.141512114,5,4,two_grasp_b
182.813346,0.346475,0.091416,0.095183,-0.417309984,0.267713159,0.162049779,0.853183398,-0.671850461,-0.406678621,-2.141141140,5,4,two_grasp_b
182.837589,0.346417,0.091561,0.095103,-0.417308899,0.267933029,0.162545587,0.853020578,-0.672402579,-0.407923100,-2.140733596,5,4,two_grasp_b
182.861831,0.346367,0.091706,0.095019,-0.417287183,0.268023136,0.163069397,0.852902912,-0.672635425,-0.409241735,-2.140459671,5,4,two_grasp_b
182.886073,0.346321,0.091847,0.094928,-0.417217638,0.268099001,0.163705350,0.852791256,-0.672847329,-0.410850868,-2.140247880,5,4,two_grasp_b
182.910316,0.346271,0.091985,0.094836,-0.417142184,0.268235088,0.164428000,0.852646333,-0.673212217,-0.412678816,-2.139958396,5,4,two_grasp_b
182.934558,0.346215,0.092122,0.094747,-0.417099714,0.268342585,0.165194566,0.852485097,-0.673495161,-0.414610828,-2.139595505,5,4,two_grasp_b
182.958801,0.346153,0.092259,0.094661,-0.417047634,0.268440924,0.165959063,0.852331116,-0.673758108,-0.416539560,-2.139260261,5,4,two_grasp_b
182.983043,0.346093,0.092394,0.094574,-0.416937330,0.268598302,0.166678699,0.852195064,-0.674187302,-0.418366986,-2.139027263,5,4,two_grasp_b
183.007286,0.346033,0.092527,0.094489,-0.416786522,0.268789273,0.167384572,0.852070259,-0.674713430,-0.420167879,-2.138862315,5,4,two_grasp_b
183.031528,0.345967,0.092660,0.094404,-0.416645786,0.268958705,0.168018701,0.851960809,-0.675182433,-0.421786964,-2.138725988,5,4,two_grasp_b
183.055770,0.345897,0.092793,0.094320,-0.416534284,0.269101211,0.168614733,0.851852570,-0.675574815,-0.423304922,-2.138563930,5,4,two_grasp_b
183.080013,0.345823,0.092919,0.094240,-0.416438804,0.269295087,0.169280295,0.851705971,-0.676091229,-0.424994469,-2.138289795,5,4,two_grasp_b
183.104255,0.345742,0.093041,0.094167,-0.416329197,0.269504001,0.169949568,0.851560178,-0.676649842,-0.426696256,-2.138031556,5,4,two_grasp_b
183.128498,0.345657,0.093158,0.094098,-0.416193629,0.269727852,0.170601144,0.851425275,-0.677254102,-0.428358896,-2.137826167,5,4,two_grasp_b
183.152740,0.345570,0.093270,0.094032,-0.416058337,0.269940306,0.171259455,0.851291895,-0.677829736,-0.430038598,-2.137624308,5,4,two_grasp_b
183.176983,0.345481,0.093379,0.093967,-0.415926144,0.270146515,0.171929694,0.851155969,-0.678388791,-0.431747851,-2.137412988,5,4,two_grasp_b
183.201225,0.345391,0.093487,0.093905,-0.415797113,0.270347934,0.172612190,0.851016913,-0.678934901,-0.433487463,-2.137190674,5,4,two_grasp_b
183.225467,0.345299,0.093593,0.093843,-0.415671237,0.270544559,0.173306939,0.850874709,-0.679468048,-0.435257424,-2.136957327,5,4,two_grasp_b
183.249710,0.345206,0.093695,0.093785,-0.415547940,0.270723336,0.174009439,0.850734683,-0.679955625,-0.437046537,-2.136726891,5,4,two_grasp_b
183.273952,0.345110,0.093786,0.093738,-0.415422232,0.270761019,0.174833486,0.850615126,-0.680089615,-0.439141641,-2.136550216,5,4,two_grasp_b
183.298195,0.345012,0.093874,0.093698,-0.415322401,0.270705769,0.175764985,0.850489482,-0.679982085,-0.441501639,-2.136332790,5,4,two_grasp_b
183.322437,0.344911,0.093959,0.093661,-0.415215380,0.270643972,0.176786376,0.850349696,-0.679860348,-0.444089133,-2.136086891,5,4,two_grasp_b
183.346680,0.344806,0.094038,0.093629,-0.415121806,0.270573667,0.177924496,0.850180364,-0.679713018,-0.446967354,-2.135753521,5,4,two_grasp_b
183.370922,0.344699,0.094110,0.093603,-0.414993974,0.270510147,0.179092329,0.850017764,-0.679593442,-0.449927566,-2.135470721,5,4,two_grasp_b
183.395164,0.344594,0.094175,0.093581,-0.414832505,0.270443212,0.180301750,0.849862189,-0.679475796,-0.452999630,-2.135238609,5,4,two_grasp_b
183.419407,0.344492,0.094234,0.093563,-0.414651573,0.270354117,0.181542108,0.849714768,-0.679308542,-0.456153973,-2.135046089,5,4,two_grasp_b
183.443649,0.344395,0.094285,0.093552,-0.414456885,0.270235682,0.182779737,0.849582094,-0.679071837,-0.459304895,-2.134904125,5,4,two_grasp_b
183.467892,0.344298,0.094333,0.093545,-0.414254122,0.270115046,0.184012752,0.849453172,-0.678832084,-0.462446509,-2.134779515,5,4,two_grasp_b
183.492134,0.344202,0.094379,0.093541,-0.414043290,0.269992212,0.185241150,0.849328014,-0.678589288,-0.465578837,-2.134672285,5,4,two_grasp_b
183.516377,0.344105,0.094422,0.093546,-0.413816804,0.269855318,0.186459215,0.849215356,-0.678315997,-0.468689183,-2.134611857,5,4,two_grasp_b
183.540619,0.344005,0.094456,0.093572,-0.413552384,0.269672826,0.187624326,0.849145515,-0.677939876,-0.471675304,-2.134696380,5,4,two_grasp_b
183.564861,0.343905,0.094485,0.093613,-0.413259094,0.269454581,0.188706559,0.849117768,-0.677482792,-0.474460095,-2.134915182,5,4,two_grasp_b
183.589104,0.343805,0.094509,0.093666,-0.412981187,0.269233778,0.189748930,0.849090723,-0.677014353,-0.477142022,-2.135120682,5,4,two_grasp_b
183.613346,0.343703,0.094529,0.093725,-0.412708791,0.269030620,0.190760189,0.849060969,-0.676588458,-0.479745178,-2.135314012,5,4,two_grasp_b
183.637589,0.343597,0.094543,0.093791,-0.412442615,0.268851830,0.191751719,0.849023593,-0.676221811,-0.482297981,-2.135482107,5,4,two_grasp_b
183.661831,0.343482,0.094554,0.093857,-0.412190397,0.268704287,0.192804657,0.848954326,-0.675929330,-0.485002767,-2.135556285,5,4,two_grasp_b
183.686073,0.343363,0.094560,0.093924,-0.411940386,0.268544044,0.193878688,0.848881776,-0.675604147,-0.487760754,-2.135620061,5,4,two_grasp_b
183.710316,0.343238,0.094559,0.093997,-0.411714311,0.268290983,0.195029795,0.848807784,-0.675037897,-0.490707892,-2.135656649,5,4,two_grasp_b
183.734558,0.343110,0.094558,0.094080,-0.411491101,0.267982544,0.196134907,0.848758816,-0.674331293,-0.493539257,-2.135753401,5,4,two_grasp_b
183.758801,0.342986,0.094557,0.094181,-0.411255590,0.267668199,0.197029221,0.848765021,-0.673613508,-0.495843530,-2.136001154,5,4,two_grasp_b
183.783043,0.342866,0.094554,0.094294,-0.410959730,0.267318836,0.197767997,0.848846605,-0.672826175,-0.497770704,-2.136498212,5,4,two_grasp_b
183.807286,0.342746,0.094555,0.094427,-0.410610992,0.267128910,0.198049081,0.849009611,-0.672456399,-0.498558438,-2.137252562,5,4,two_grasp_b
183.831528,0.342619,0.094564,0.094584,-0.410217004,0.267349942,0.197586861,0.849238159,-0.673135271,-0.497485373,-2.138216881,5,4,two_grasp_b
183.855770,0.342483,0.094572,0.094762,-0.409754966,0.267954998,0.196571401,0.849506134,-0.674802688,-0.495034280,-2.139348124,5,4,two_grasp_b
183.880013,0.342335,0.094574,0.094947,-0.409318255,0.268628595,0.195470324,0.849757963,-0.676635556,-0.492360731,-2.140414173,5,4,two_grasp_b
183.904255,0.342184,0.094573,0.095144,-0.408885164,0.269229220,0.194272540,0.850051016,-0.678284199,-0.489441652,-2.141580962,5,4,two_grasp_b
183.928498,0.342040,0.094564,0.095351,-0.408391286,0.269531531,0.193531183,0.850361683,-0.679200895,-0.487685252,-2.142852873,5,4,two_grasp_b
183.952740,0.341903,0.094522,0.095533,-0.407839458,0.269668141,0.193488529,0.850592887,-0.679718594,-0.487702219,-2.143982591,5,4,two_grasp_b
183.976983,0.341762,0.094472,0.095713,-0.407287425,0.270022952,0.193185660,0.850813646,-0.680786773,-0.487063195,-2.145086820,5,4,two_grasp_b
184.001225,0.341614,0.094445,0.095926,-0.406727387,0.270375638,0.192675593,0.851085168,-0.681852685,-0.485903135,-2.146327644,5,4,two_grasp_b
184.025467,0.341459,0.094426,0.096158,-0.406142208,0.270899820,0.191747305,0.851407521,-0.683359727,-0.483693145,-2.147722400,5,4,two_grasp_b
184.049710,0.341290,0.094405,0.096392,-0.405550212,0.271774477,0.190435387,0.851705362,-0.685754108,-0.480515500,-2.149062918,5,4,two_grasp_b
184.073952,0.341108,0.094381,0.096627,-0.404992245,0.272787733,0.189163909,0.851930249,-0.688488782,-0.477430667,-2.150186202,5,4,two_grasp_b
184.098195,0.340921,0.094354,0.096867,-0.404472271,0.273680296,0.188345506,0.852072325,-0.690908026,-0.475479688,-2.151063178,5,4,two_grasp_b
184.122437,0.340729,0.094321,0.097113,-0.403923909,0.274567463,0.187692737,0.852191070,-0.693323955,-0.473952263,-2.151910048,5,4,two_grasp_b
184.146680,0.340526,0.094284,0.097368,-0.403293934,0.275747387,0.186783328,0.852308260,-0.696506947,-0.471793722,-2.152834996,5,4,two_grasp_b
184.170922,0.340315,0.094246,0.097625,-0.402637138,0.277033074,0.185821543,0.852412087,-0.699967768,-0.469507445,-2.153753616,5,4,two_grasp_b
184.195164,0.340098,0.094208,0.097886,-0.401973257,0.278372879,0.184899855,0.852489346,-0.703569819,-0.467322673,-2.154612823,5,4,two_grasp_b
184.219407,0.339879,0.094170,0.098147,-0.401295793,0.279743455,0.183989146,0.852556907,-0.707256380,-0.465167264,-2.155461732,5,4,two_grasp_b
184.243649,0.339657,0.094131,0.098410,-0.400604215,0.281133911,0.183086953,0.852618997,-0.711000235,-0.463035093,-2.156311578,5,4,two_grasp_b
184.267892,0.339433,0.094093,0.098676,-0.399898427,0.282542754,0.182192940,0.852676124,-0.714797768,-0.460925313,-2.157163764,5,4,two_grasp_b
184.292134,0.339204,0.094054,0.098944,-0.399177190,0.283974164,0.181306635,0.852727476,-0.718660104,-0.458836972,-2.158017508,6,5,two_open_b
184.316377,0.338965,0.094014,0.099219,-0.398425305,0.285484330,0.180414931,0.852763992,-0.722734756,-0.456740100,-2.158865169,6,5,two_open_b
184.340619,0.338706,0.093974,0.099510,-0.397609242,0.287194911,0.179427103,0.852778921,-0.727341590,-0.454411932,-2.159723420,6,5,two_open_b
184.364861,0.338433,0.093932,0.099814,-0.396750067,0.288980241,0.178363052,0.852799171,-0.732156057,-0.451897986,-2.160639348,6,5,two_open_b
184.389104,0.338152,0.093892,0.100127,-0.395869446,0.290801147,0.177208131,0.852830202,-0.737071975,-0.449156233,-2.161605099,6,5,two_open_b
184.413346,0.337849,0.093859,0.100466,-0.394882797,0.292756199,0.175768760,0.852916601,-0.742368860,-0.445713034,-2.162819187,6,5,two_open_b
184.437589,0.337544,0.093829,0.100802,-0.393897264,0.294719104,0.174315689,0.852994511,-0.747690224,-0.442231720,-2.164011929,6,5,two_open_b
184.461831,0.337235,0.093801,0.101139,-0.392902677,0.296681952,0.172853158,0.853070391,-0.753019596,-0.438725086,-2.165209972,6,5,two_open_b
184.486073,0.336922,0.093774,0.101479,-0.391896188,0.298642487,0.171382370,0.853146017,-0.758352340,-0.435196689,-2.166420745,6,5,two_open_b
184.510316,0.336605,0.093750,0.101822,-0.390877794,0.300600649,0.169903346,0.853221339,-0.763688405,-0.431646490,-2.167644166,6,5,two_open_b
184.534558,0.336262,0.093729,0.102188,-0.389781009,0.302493502,0.168462677,0.853339776,-0.768891848,-0.428206153,-2.169058157,6,5,two_open_b
184.558801,0.335904,0.093711,0.102564,-0.388635157,0.304434385,0.167085188,0.853443004,-0.774240674,-0.424932778,-2.170485068,6,5,two_open_b
184.583043,0.335520,0.093695,0.102951,-0.387435314,0.306385458,0.165905637,0.853520444,-0.779641010,-0.422170294,-2.171903151,6,5,two_open_b
184.607286,0.335126,0.093682,0.103327,-0.386252612,0.308341806,0.164945885,0.853537993,-0.785054650,-0.419961003,-2.173153161,6,5,two_open_b
184.631528,0.334725,0.093670,0.103699,-0.385073440,0.310266153,0.164146857,0.853527486,-0.790391574,-0.418158061,-2.174329773,6,5,two_open_b
184.655770,0.334317,0.093656,0.104073,-0.383859121,0.312129800,0.163414032,0.853535598,-0.795592948,-0.416528801,-2.175591380,6,5,two_open_b
184.680013,0.333886,0.093643,0.104469,-0.382598553,0.313732636,0.162885336,0.853614988,-0.800152616,-0.415427382,-2.177083887,6,5,two_open_b
184.704255,0.333450,0.093635,0.104875,-0.381322624,0.315134646,0.162328986,0.853775446,-0.804211142,-0.414257146,-2.178801138,6,5,two_open_b
184.728498,0.333009,0.093632,0.105302,-0.380054696,0.316417252,0.161713511,0.853983192,-0.807966727,-0.412933035,-2.180633325,6,5,two_open_b
184.752740,0.332567,0.093638,0.105751,-0.378795326,0.317588277,0.160979196,0.854246736,-0.811438563,-0.411302108,-2.182601796,6,5,two_open_b
184.776983,0.332121,0.093649,0.106215,-0.377504361,0.318837603,0.160128621,0.854512648,-0.815126987,-0.409378188,-2.184611580,6,5,two_open_b
184.801225,0.331665,0.093659,0.106685,-0.376187561,0.320144321,0.159444694,0.854732662,-0.818976852,-0.407883272,-2.186533444,6,5,two_open_b
184.825467,0.331194,0.093671,0.107157,-0.374889621,0.321444659,0.158872283,0.854921459,-0.822807979,-0.406668390,-2.188358648,6,5,two_open_b
184.849710,0.330708,0.093683,0.107630,-0.373647772,0.322741450,0.158414312,0.855061521,-0.826612919,-0.405734425,-2.190003481,6,5,two_open_b
184.873952,0.330220,0.093690,0.108100,-0.372424188,0.323709572,0.158488065,0.855215687,-0.829572989,-0.406158572,-2.191667762,6,5,two_open_b
184.898195,0.329737,0.093690,0.108564,-0.371192553,0.324059199,0.159338423,0.855460689,-0.830953846,-0.408576198,-2.193575591,6,5,two_open_b
184.922437,0.329255,0.093684,0.109020,-0.370034360,0.323874217,0.161111684,0.855700350,-0.830935834,-0.413350198,-2.195395764,6,5,two_open_b
184.946680,0.328769,0.093683,0.109478,-0.368871202,0.323766388,0.162808655,0.855922137,-0.831117926,-0.417934650,-2.197177526,6,5,two_open_b
184.970922,0.328278,0.093681,0.109940,-0.367654093,0.323894046,0.164201903,0.856131327,-0.831926497,-0.421754940,-2.198985575,6,5,two_open_b
184.995164,0.327783,0.093674,0.110401,-0.366366775,0.324639192,0.165328226,0.856184185,-0.834350932,-0.424907905,-2.200467749,6,5,two_open_b
185.019407,0.327282,0.093694,0.110895,-0.365135078,0.325587666,0.165829452,0.856253257,-0.837279193,-0.426445976,-2.201935486,6,5,two_open_b
185.043649,0.326784,0.093726,0.111406,-0.363974624,0.326108677,0.166325306,0.856452857,-0.839082630,-0.427957565,-2.203666339,6,5,two_open_b
185.067892,0.326294,0.093741,0.111891,-0.362808648,0.326755943,0.166789814,0.856610528,-0.841215422,-0.429391314,-2.205297262,6,5,two_open_b
185.092134,0.325813,0.093750,0.112363,-0.361664772,0.327356323,0.167562149,0.856714280,-0.843221035,-0.431615091,-2.206768135,6,5,two_open_b
185.116377,0.325340,0.093765,0.112839,-0.360587289,0.327538545,0.168842013,0.856847526,-0.844124485,-0.435135588,-2.208246900,6,5,two_open_b
185.140619,0.324882,0.093773,0.113307,-0.359624240,0.327309888,0.170588639,0.856993675,-0.843923356,-0.439839253,-2.209639872,6,5,two_open_b
185.164861,0.324431,0.093778,0.113766,-0.358682577,0.327080254,0.172352637,0.857123028,-0.843710974,-0.444587558,-2.210968395,6,5,two_open_b
185.189104,0.323980,0.093802,0.114236,-0.357719396,0.327118874,0.173688967,0.857241051,-0.844199445,-0.448241118,-2.212291849,6,5,two_open_b
185.213346,0.323536,0.093845,0.114710,-0.356788693,0.327156453,0.174903986,0.857367529,-0.844672620,-0.451577853,-2.213604137,6,5,two_open_b
185.237589,0.323099,0.093898,0.115184,-0.355891778,0.327064516,0.176226018,0.857504656,-0.844798077,-0.455186648,-2.214909439,6,5,two_open_b
185.261831,0.322669,0.093959,0.115655,-0.355046717,0.326904225,0.177553559,0.857642227,-0.844726077,-0.458801415,-2.216162099,6,5,two_open_b
185.286073,0.322238,0.094039,0.116131,-0.354260991,0.326680495,0.178925459,0.857767267,-0.844466052,-0.462520653,-2.217320436,6,5,two_open_b
185.310316,0.321810,0.094122,0.116604,-0.353489914,0.326432790,0.180277131,0.857896655,-0.844137951,-0.466187138,-2.218475432,6,5,two_open_b
185.334558,0.321387,0.094208,0.117074,-0.352733523,0.326161143,0.181608585,0.858030473,-0.843741774,-0.469800749,-2.219627222,6,5,two_open_b
185.358801,0.320968,0.094297,0.117542,-0.351993161,0.325861438,0.182920339,0.858169731,-0.843266252,-0.473362390,-2.220776959,6,5,two_open_b
185.383043,0.320562,0.094391,0.118003,-0.351285941,0.325479287,0.184219067,0.858326719,-0.842563590,-0.476885271,-2.221938140,6,5,two_open_b
185.407286,0.320183,0.094492,0.118442,-0.350658310,0.324909549,0.185523787,0.858518177,-0.841342523,-0.480407705,-2.223104406,6,5,two_open_b
185.431528,0.319822,0.094599,0.118866,-0.350086116,0.324272924,0.186830481,0.858709004,-0.839925104,-0.483924495,-2.224210518,6,5,two_open_b
185.455770,0.319474,0.094710,0.119280,-0.349552747,0.323594645,0.188148733,0.858894311,-0.838383345,-0.487464074,-2.225261436,6,5,two_open_b
185.480013,0.319151,0.094818,0.119665,-0.349120037,0.322793745,0.189656505,0.859040050,-0.836482515,-0.491472815,-2.226102558,6,5,two_open_b
185.504255,0.318831,0.094929,0.120045,-0.348704286,0.321994498,0.191171019,0.859173152,-0.834578379,-0.495496663,-2.226893132,6,5,two_open_b
185.528498,0.318516,0.095041,0.120421,-0.348305497,0.321196912,0.192692259,0.859293616,-0.832670998,-0.499535488,-2.227633101,6,5,two_open_b
185.552740,0.318205,0.095154,0.120794,-0.347923669,0.320400992,0.194220210,0.859401440,-0.830760431,-0.503589158,-2.228322408,6,5,two_open_b
185.576983,0.317898,0.095270,0.121161,-0.347558805,0.319606746,0.195754856,0.859496621,-0.828846739,-0.507657539,-2.228960996,6,5,two_open_b
185.601225,0.317616,0.095384,0.121506,-0.347278414,0.318878133,0.197250389,0.859538669,-0.827068949,-0.511605078,-2.229371256,6,5,two_open_b
185.625467,0.317350,0.095499,0.121837,-0.347053895,0.318102240,0.198682213,0.859587074,-0.825145818,-0.515374544,-2.229738082,6,5,two_open_b
185.649710,0.317106,0.095635,0.122156,-0.346959733,0.317349551,0.199885239,0.859624393,-0.823230733,-0.518518685,-2.229936101,6,5,two_open_b
185.673952,0.316872,0.095783,0.122469,-0.346928085,0.316642237,0.200860859,0.859670584,-0.821408436,-0.521057473,-2.230089947,6,5,two_open_b
185.698195,0.316645,0.095941,0.122774,-0.346950244,0.316045554,0.201641546,0.859698449,-0.819851810,-0.523077084,-2.230138409,6,5,two_open_b
185.722437,0.316428,0.096103,0.123070,-0.347010521,0.315500173,0.202334042,0.859711739,-0.818413259,-0.524858232,-2.230108085,6,5,two_open_b
185.746680,0.316238,0.096266,0.123340,-0.347119880,0.315173857,0.202956526,0.859640551,-0.817523695,-0.526445215,-2.229805877,6,5,two_open_b
185.770922,0.316062,0.096428,0.123591,-0.347281093,0.314834232,0.203943344,0.859466324,-0.816579295,-0.528963802,-2.229180737,6,5,two_open_b
185.795164,0.315905,0.096587,0.123819,-0.347418466,0.314548535,0.204971949,0.859270696,-0.815784278,-0.531596479,-2.228525800,6,5,two_open_b
185.819407,0.315758,0.096740,0.124021,-0.347538255,0.314356814,0.206127662,0.859015915,-0.815239989,-0.534562972,-2.227736425,6,5,two_open_b
185.843649,0.315626,0.096891,0.124206,-0.347665072,0.314150078,0.207293536,0.858759638,-0.814654068,-0.537553654,-2.226935723,6,5,two_open_b
185.867892,0.315509,0.097043,0.124376,-0.347830505,0.313927131,0.208318195,0.858526194,-0.814011037,-0.540167743,-2.226152917,6,5,two_open_b
185.892134,0.315405,0.097194,0.124531,-0.348008430,0.313694633,0.209345126,0.858289245,-0.813338456,-0.542784044,-2.225347759,6,5,two_open_b
185.916377,0.315316,0.097346,0.124673,-0.348192773,0.313483074,0.210374695,0.858040000,-0.812717764,-0.545405051,-2.224503994,6,5,two_open_b
185.940619,0.315239,0.097495,0.124797,-0.348423209,0.313426267,0.211382031,0.857719581,-0.812480315,-0.547955795,-2.223426526,6,5,two_open_b
185.964861,0.315171,0.097643,0.124898,-0.348719962,0.313619036,0.212388533,0.857279768,-0.812863861,-0.550486237,-2.221968894,6,5,two_open_b
185.989104,0.315119,0.097796,0.124977,-0.349039667,0.314125324,0.212927983,0.856830360,-0.814050800,-0.551799495,-2.220462302,6,5,two_open_b
186.013346,0.315086,0.097955,0.125045,-0.349327494,0.314778926,0.213122968,0.856424621,-0.815631597,-0.552228285,-2.219103389,6,5,two_open_b
186.037589,0.315070,0.098117,0.125095,-0.349643847,0.315281550,0.213608723,0.855989508,-0.816809605,-0.553402686,-2.217638332,6,5,two_open_b
186.061831,0.315072,0.098295,0.125131,-0.350059590,0.315431192,0.213887248,0.855694859,-0.817033854,-0.554013448,-2.216431622,6,5,two_open_b
186.086073,0.315089,0.098485,0.125156,-0.350478063,0.315522158,0.213985986,0.855465308,-0.817105003,-0.554157656,-2.215391109,6,5,two_open_b
186.110316,0.315117,0.098680,0.125163,-0.350865059,0.315895238,0.214117940,0.855135905,-0.817918958,-0.554396207,-2.214126025,6,5,two_open_b
186.134558,0.315161,0.098880,0.125157,-0.351267427,0.316190515,0.214251588,0.854828059,-0.818525161,-0.554634965,-2.212900898,6,5,two_open_b
